"A"	"B"	"Neither"	"A.Not.B"	"B.Not.A"	"Both"	"or"	"pval"	"logor"	"nlp"	"adjp"
"NOTCH2"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH1"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH2"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"NOTCH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"CDKN2A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"chr21gain"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(16;16)"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NPM1"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SRSF2"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"NOTCH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"NF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SF3B1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"BIRC3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"chr5qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(15;17)"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DNMT3A"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7loss"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SF1"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7loss"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NPM1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"POT1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RAD21"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"KRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRAS"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RAD21"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(15;17)"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF3R"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"POT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NRAS"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF3R"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SF1"	"t(8;21)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH1"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PHF6"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"IDH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRAS"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"IDH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"EZH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH1"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"NRAS"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"MYCN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"MYCN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"NOTCH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"inv(16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"NPM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"NF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"NOTCH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(11;19)"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTEN"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"chr21gain"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"CDKN2A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"SETBP1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7loss"	"FBXW7"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYCN"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"NF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(11;19)"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"inv(16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH1"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr22gain"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRAS"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NOTCH2"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"IDH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NRAS"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ETV6"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"chr17loss"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"KIT"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"FLT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"STAG2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"inv(16)"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"FLT3"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"NPM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"EZH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTEN"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"RIT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"CDKN2A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"NOTCH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"inv(16)"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"inv(16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"POT1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"DNMT3A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"CSF3R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NPM1"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"EZH2"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDH2"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"IL7R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"MYC"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(11;19)"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PHF6"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5qdel"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"POT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"PTEN"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"RUNX1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"inv(16)"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"NPM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"DNMT3A"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"RAD21"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ABL1"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"POT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"chr7qdel"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SF1"	"U2AF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr11qdel"	"MYD88"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SETBP1"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr13gain"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"EZH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"GATA2"	"NOTCH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"TET2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr5loss"	"MAP2K1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CBL"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYD88"	"NPM1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"GATA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDH2"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PTPN11"	"SF3B1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"IDH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MYCN"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"t(11;19)"	"U2AF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"ETV6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr8gain"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ASXL1"	"BRAF"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BIRC3"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr7qdel"	"NF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF3R"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FBXW7"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CDKN2A"	"CSF1R"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"TBL1XR1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr17loss"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"chr21gain"	"PRPF40B"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"WT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCOR"	"HNRNPK"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ATM"	"t(11;19)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HNRNPK"	"NOTCH1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RIT1"	"SRSF2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"JAK2"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"FLT3"	"SF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CSF1R"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"inv(16)"	"SMC1A"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRINP3"	"PTPN11"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SMC1A"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BCORL1"	"POT1"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"MAP2K1"	"TP53"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"BRAF"	"chr7loss"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"KRAS"	"t(16;16)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PRPF40B"	"ZRSR2"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"inv(16)"	"t(15;17)"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IL7R"	"PHF6"	NA	NA	NA	NA	NA	NA	NA	NA	NA
