"A"	"B"	"Neither"	"A.Not.B"	"B.Not.A"	"Both"	"or"	"pval"	"logor"	"nlp"	"adjp"
"chr8gain"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"chr8gain"	"RAD21"	72	3	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr8gain"	72	1	3	0	0	1	-Inf	0	1
"chr8gain"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"chr5qdel"	"chr8gain"	72	1	3	0	0	1	-Inf	0	1
"CBL"	"chr22gain"	72	3	1	0	0	1	-Inf	0	1
"chr22gain"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"chr22gain"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"ATM"	"chr22gain"	72	3	1	0	0	1	-Inf	0	1
"chr22gain"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"chr22gain"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"chr22gain"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"chr22gain"	"chr8gain"	72	1	3	0	0	1	-Inf	0	1
"CDH2"	"inv(16)"	72	1	3	0	0	1	-Inf	0	1
"CSF3R"	"inv(16)"	72	1	3	0	0	1	-Inf	0	1
"inv(16)"	"KRAS"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"NOTCH2"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"SETBP1"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"STAG2"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"PTEN"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"JAK2"	72	3	1	0	0	1	-Inf	0	1
"BIRC3"	"inv(16)"	72	1	3	0	0	1	-Inf	0	1
"inv(16)"	"MYCN"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"U2AF1"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"RAD21"	72	3	1	0	0	1	-Inf	0	1
"CDKN2A"	"inv(16)"	72	1	3	0	0	1	-Inf	0	1
"inv(16)"	"POT1"	72	3	1	0	0	1	-Inf	0	1
"inv(16)"	"TBL1XR1"	72	3	1	0	0	1	-Inf	0	1
"chr5qdel"	"inv(16)"	72	1	3	0	0	1	-Inf	0	1
"chr22gain"	"inv(16)"	72	1	3	0	0	1	-Inf	0	1
"CBL"	"chr5loss"	72	3	1	0	0	1	-Inf	0	1
"chr5loss"	"SF3B1"	72	1	3	0	0	1	-Inf	0	1
"chr5loss"	"PHF6"	72	1	3	0	0	1	-Inf	0	1
"ATM"	"chr5loss"	72	3	1	0	0	1	-Inf	0	1
"chr5loss"	"RUNX1"	72	1	3	0	0	1	-Inf	0	1
"chr5loss"	"KIT"	72	1	3	0	0	1	-Inf	0	1
"chr5loss"	"t(8;21)"	72	1	3	0	0	1	-Inf	0	1
"chr5loss"	"chr8gain"	72	1	3	0	0	1	-Inf	0	1
"chr5loss"	"inv(16)"	72	1	3	0	0	1	-Inf	0	1
"NOTCH1"	"WT1"	64	4	8	0	0	1	-Inf	0	1
"CBL"	"IDH2"	63	3	10	0	0	1	-Inf	0	1
"IDH2"	"SF3B1"	63	10	3	0	0	1	-Inf	0	1
"ATM"	"IDH2"	63	3	10	0	0	1	-Inf	0	1
"IDH2"	"t(8;21)"	63	10	3	0	0	1	-Inf	0	1
"IDH2"	"inv(16)"	63	10	3	0	0	1	-Inf	0	1
"CDH2"	"DNMT3A"	52	1	23	0	0	1	-Inf	0	1
"CSF3R"	"DNMT3A"	52	1	23	0	0	1	-Inf	0	1
"DNMT3A"	"NOTCH2"	52	23	1	0	0	1	-Inf	0	1
"DNMT3A"	"PTEN"	52	23	1	0	0	1	-Inf	0	1
"DNMT3A"	"JAK2"	52	23	1	0	0	1	-Inf	0	1
"DNMT3A"	"MYCN"	52	23	1	0	0	1	-Inf	0	1
"DNMT3A"	"U2AF1"	52	23	1	0	0	1	-Inf	0	1
"DNMT3A"	"POT1"	52	23	1	0	0	1	-Inf	0	1
"DNMT3A"	"TBL1XR1"	52	23	1	0	0	1	-Inf	0	1
"chr5qdel"	"DNMT3A"	52	1	23	0	0	1	-Inf	0	1
"chr5loss"	"DNMT3A"	52	1	23	0	0	1	-Inf	0	1
"NRAS"	"TP53"	65	4	7	0	0	1	-Inf	0	1
"NOTCH1"	"TP53"	65	4	7	0	0	1	-Inf	0	1
"DNMT3A"	"IDH2"	46	20	7	3	0.985900252506816	1	-0.0142000932830932	0	1
"KRAS"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"NOTCH2"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"SETBP1"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"SETBP1"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"SETBP1"	73	2	1	0	0	1	-Inf	0	1
"SETBP1"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"SRSF2"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"STAG2"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"STAG2"	73	2	1	0	0	1	-Inf	0	1
"STAG2"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"PTEN"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"PTEN"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"PTEN"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"MYC"	"PTEN"	73	2	1	0	0	1	-Inf	0	1
"JAK2"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"JAK2"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"JAK2"	73	2	1	0	0	1	-Inf	0	1
"JAK2"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"JAK2"	73	2	1	0	0	1	-Inf	0	1
"JAK2"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"JAK2"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"BIRC3"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"BIRC3"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"BIRC3"	73	2	1	0	0	1	-Inf	0	1
"BIRC3"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"BIRC3"	73	2	1	0	0	1	-Inf	0	1
"BIRC3"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"BIRC3"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"MYCN"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"MYCN"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"BCOR"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"MYC"	"MYCN"	73	2	1	0	0	1	-Inf	0	1
"MYCN"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"SRSF2"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"U2AF1"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"BCOR"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"MYC"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"NF1"	"U2AF1"	73	2	1	0	0	1	-Inf	0	1
"RAD21"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"RAD21"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"MYC"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"NF1"	"RAD21"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"CDKN2A"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"CDKN2A"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"CDKN2A"	73	2	1	0	0	1	-Inf	0	1
"CDKN2A"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"CDKN2A"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"POT1"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"POT1"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"POT1"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"MYC"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"NF1"	"POT1"	73	2	1	0	0	1	-Inf	0	1
"SRSF2"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"TBL1XR1"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"TBL1XR1"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"MYC"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"NF1"	"TBL1XR1"	73	2	1	0	0	1	-Inf	0	1
"chr5qdel"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"chr5qdel"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"chr5qdel"	73	2	1	0	0	1	-Inf	0	1
"chr5qdel"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"chr5qdel"	73	2	1	0	0	1	-Inf	0	1
"chr5qdel"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"chr5qdel"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"chr11qdel"	"chr5qdel"	73	2	1	0	0	1	-Inf	0	1
"chr22gain"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"chr22gain"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"chr22gain"	73	2	1	0	0	1	-Inf	0	1
"chr22gain"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"chr22gain"	73	2	1	0	0	1	-Inf	0	1
"chr22gain"	"MYC"	73	1	2	0	0	1	-Inf	0	1
"chr22gain"	"NF1"	73	1	2	0	0	1	-Inf	0	1
"chr11qdel"	"chr22gain"	73	2	1	0	0	1	-Inf	0	1
"chr22gain"	"chr7loss"	73	1	2	0	0	1	-Inf	0	1
"chr13gain"	"chr22gain"	73	2	1	0	0	1	-Inf	0	1
"chr5loss"	"SRSF2"	73	1	2	0	0	1	-Inf	0	1
"chr5loss"	"U2AF2"	73	1	2	0	0	1	-Inf	0	1
"ABL1"	"chr5loss"	73	2	1	0	0	1	-Inf	0	1
"chr5loss"	"ZRSR2"	73	1	2	0	0	1	-Inf	0	1
"BCOR"	"chr5loss"	73	2	1	0	0	1	-Inf	0	1
"chr11qdel"	"chr5loss"	73	2	1	0	0	1	-Inf	0	1
"chr13gain"	"chr5loss"	73	2	1	0	0	1	-Inf	0	1
"chr21gain"	"chr5loss"	73	2	1	0	0	1	-Inf	0	1
"CDH2"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"NOTCH2"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"NOTCH2"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"NOTCH2"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"PTEN"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"PTEN"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"JAK2"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"JAK2"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"CDH2"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"CSF3R"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"JAK2"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"MYCN"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"MYCN"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"MYCN"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"MYCN"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"NOTCH2"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"SETBP1"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"STAG2"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"PTEN"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"NOTCH2"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"RAD21"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"RAD21"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"PTEN"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"MYCN"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"RAD21"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"CDKN2A"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"CSF3R"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"JAK2"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"CDKN2A"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"NOTCH2"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"POT1"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"POT1"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"POT1"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"MYCN"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"POT1"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"POT1"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"CSF3R"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"KRAS"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"NOTCH2"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"SETBP1"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"STAG2"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"PTEN"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"JAK2"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"MYCN"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"TBL1XR1"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"RAD21"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"POT1"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"chr5qdel"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"CSF3R"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"JAK2"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"chr5qdel"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr5qdel"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"chr5qdel"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"chr22gain"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"CSF3R"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"JAK2"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"chr22gain"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr22gain"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"chr5qdel"	74	1	1	0	0	1	-Inf	0	1
"CDH2"	"chr5loss"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"CSF3R"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"KRAS"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"NOTCH2"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"SETBP1"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"STAG2"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"PTEN"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"JAK2"	74	1	1	0	0	1	-Inf	0	1
"BIRC3"	"chr5loss"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"MYCN"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"U2AF1"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"RAD21"	74	1	1	0	0	1	-Inf	0	1
"CDKN2A"	"chr5loss"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"POT1"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"TBL1XR1"	74	1	1	0	0	1	-Inf	0	1
"chr5loss"	"chr5qdel"	74	1	1	0	0	1	-Inf	0	1
"chr22gain"	"chr5loss"	74	1	1	0	0	1	-Inf	0	1
"SRSF2"	"TP53"	67	2	7	0	0	1	-Inf	0	1
"TP53"	"U2AF2"	67	7	2	0	0	1	-Inf	0	1
"ABL1"	"TP53"	67	2	7	0	0	1	-Inf	0	1
"TP53"	"ZRSR2"	67	7	2	0	0	1	-Inf	0	1
"BCOR"	"TP53"	67	2	7	0	0	1	-Inf	0	1
"ETV6"	"TET2"	57	3	15	1	1.26248975888829	1	0.233085770362826	0	1
"IDH1"	"TET2"	57	3	15	1	1.26248975888829	1	0.233085770362826	0	1
"NOTCH1"	"TET2"	57	3	15	1	1.26248975888829	1	0.233085770362826	0	1
"TET2"	"WT1"	53	15	7	1	0.508599822033592	1	-0.676093775908469	0	1
"CBL"	"FLT3"	40	2	33	1	0.609908433581443	1	-0.494446441965126	0	1
"FLT3"	"SF3B1"	40	33	2	1	0.60990843358144	1	-0.494446441965131	0	1
"ATM"	"FLT3"	40	2	33	1	0.609908433581443	1	-0.494446441965126	0	1
"FLT3"	"RUNX1"	40	33	2	1	0.60990843358144	1	-0.494446441965131	0	1
"chr8gain"	"FLT3"	40	2	33	1	0.609908433581443	1	-0.494446441965126	0	1
"ETV6"	"NRAS"	68	4	4	0	0	1	-Inf	0	1
"ETV6"	"IDH1"	68	4	4	0	0	1	-Inf	0	1
"IDH1"	"NRAS"	68	4	4	0	0	1	-Inf	0	1
"ETV6"	"EZH2"	68	4	4	0	0	1	-Inf	0	1
"EZH2"	"NRAS"	68	4	4	0	0	1	-Inf	0	1
"NOTCH1"	"NRAS"	68	4	4	0	0	1	-Inf	0	1
"IDH1"	"NOTCH1"	68	4	4	0	0	1	-Inf	0	1
"ASXL1"	"DNMT3A"	45	8	20	3	0.845567421310618	1	-0.167747372473629	0	1
"SRSF2"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"U2AF2"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"WT1"	"ZRSR2"	66	8	2	0	0	1	-Inf	0	1
"BCOR"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"MYC"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"NF1"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"chr11qdel"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"chr7loss"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"chr13gain"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"chr21gain"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"chr17loss"	"WT1"	66	2	8	0	0	1	-Inf	0	1
"CDH2"	"FLT3"	41	1	34	0	0	1	-Inf	0	1
"CSF3R"	"FLT3"	41	1	34	0	0	1	-Inf	0	1
"FLT3"	"KRAS"	41	34	1	0	0	1	-Inf	0	1
"FLT3"	"NOTCH2"	41	34	1	0	0	1	-Inf	0	1
"FLT3"	"PTEN"	41	34	1	0	0	1	-Inf	0	1
"FLT3"	"RAD21"	41	34	1	0	0	1	-Inf	0	1
"FLT3"	"POT1"	41	34	1	0	0	1	-Inf	0	1
"FLT3"	"TBL1XR1"	41	34	1	0	0	1	-Inf	0	1
"chr5loss"	"FLT3"	41	1	34	0	0	1	-Inf	0	1
"CBL"	"U2AF2"	71	3	2	0	0	1	-Inf	0	1
"SF3B1"	"U2AF2"	71	3	2	0	0	1	-Inf	0	1
"ABL1"	"CBL"	71	2	3	0	0	1	-Inf	0	1
"ABL1"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"CBL"	"ZRSR2"	71	3	2	0	0	1	-Inf	0	1
"SF3B1"	"ZRSR2"	71	3	2	0	0	1	-Inf	0	1
"PHF6"	"ZRSR2"	71	3	2	0	0	1	-Inf	0	1
"BCOR"	"CBL"	71	2	3	0	0	1	-Inf	0	1
"BCOR"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"BCOR"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"BCOR"	71	3	2	0	0	1	-Inf	0	1
"CBL"	"MYC"	71	3	2	0	0	1	-Inf	0	1
"MYC"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"MYC"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"MYC"	71	3	2	0	0	1	-Inf	0	1
"MYC"	"RUNX1"	71	2	3	0	0	1	-Inf	0	1
"KIT"	"MYC"	71	3	2	0	0	1	-Inf	0	1
"CBL"	"NF1"	71	3	2	0	0	1	-Inf	0	1
"NF1"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"NF1"	71	3	2	0	0	1	-Inf	0	1
"NF1"	"RUNX1"	71	2	3	0	0	1	-Inf	0	1
"KIT"	"NF1"	71	3	2	0	0	1	-Inf	0	1
"CBL"	"chr11qdel"	71	3	2	0	0	1	-Inf	0	1
"chr11qdel"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"chr11qdel"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"chr11qdel"	71	3	2	0	0	1	-Inf	0	1
"chr11qdel"	"RUNX1"	71	2	3	0	0	1	-Inf	0	1
"chr11qdel"	"KIT"	71	2	3	0	0	1	-Inf	0	1
"chr11qdel"	"t(8;21)"	71	2	3	0	0	1	-Inf	0	1
"CBL"	"chr7loss"	71	3	2	0	0	1	-Inf	0	1
"chr7loss"	"SF3B1"	71	2	3	0	0	1	-Inf	0	1
"chr7loss"	"PHF6"	71	2	3	0	0	1	-Inf	0	1
"ATM"	"chr7loss"	71	3	2	0	0	1	-Inf	0	1
"chr7loss"	"RUNX1"	71	2	3	0	0	1	-Inf	0	1
"chr7loss"	"KIT"	71	2	3	0	0	1	-Inf	0	1
"chr7loss"	"t(8;21)"	71	2	3	0	0	1	-Inf	0	1
