A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
NRAS	chr7qdel	156	22	4	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	CSF1R	121	57	3	1	-0.499	1.000	1.000	Mutual exclusivity
NPM1	CSF1R	121	57	3	1	-0.499	1.000	1.000	Mutual exclusivity
DNMT3A	NOTCH1	121	57	3	1	-0.499	1.000	1.000	Mutual exclusivity
DNMT3A	chr17loss	121	57	3	1	-0.499	1.000	1.000	Mutual exclusivity
SRSF2	NOTCH2	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	U2AF2	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	GATA2	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	RIT1	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	ABL1	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	BRINP3	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	PRPF40B	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	POT1	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	FBXW7	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	TBL1XR1	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	SF1	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	t(16;16)	167	14	1	0	<-3	1.000	1.000	Mutual exclusivity
KIT	SF3B1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	SF3B1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
KIT	CSF1R	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
KIT	NOTCH1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	NOTCH1	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr17loss	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr7loss	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr7loss	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
KIT	chr7qdel	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
BCORL1	chr7qdel	167	11	4	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	CBL	157	22	3	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	MYCN	157	22	3	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	BRAF	157	22	3	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr22gain	157	22	3	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr5loss	157	22	3	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	chr13gain	157	22	3	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	CSF3R	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	CSF3R	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	MAP2K1	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	MAP2K1	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	SETBP1	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	PTEN	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	PTEN	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	CDKN2A	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	t(15;17)	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
DNMT3A	chr11qdel	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
NPM1	chr11qdel	122	58	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SMC1A	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	SMC1A	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(8;21)	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	t(8;21)	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(8;21)	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	t(8;21)	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr5qdel	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr5qdel	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr5qdel	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr5qdel	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr21gain	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr21gain	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr21gain	171	5	6	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	SF3B1	164	14	4	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr17loss	164	14	4	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr7loss	164	14	4	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	chr7qdel	164	14	4	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	ETV6	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	MAP2K1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	MAP2K1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	EZH2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	EZH2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	SETBP1	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	RAD21	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	ZRSR2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
CSF3R	JAK2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MAP2K1	JAK2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
SETBP1	JAK2	175	2	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PTEN	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	CDKN2A	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	CDKN2A	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	CDKN2A	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	CDKN2A	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	CDKN2A	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	CDKN2A	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	t(15;17)	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
MYC	chr11qdel	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	chr11qdel	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	chr11qdel	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	chr11qdel	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	chr11qdel	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	chr11qdel	175	5	2	0	<-3	1.000	1.000	Mutual exclusivity
TP53	SRSF2	156	12	13	1	0.000	1.000	1.000	Mutual exclusivity
MYC	SRSF2	163	5	14	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	SRSF2	163	5	14	0	<-3	1.000	1.000	Mutual exclusivity
TP53	SF3B1	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	SF3B1	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
TP53	CSF1R	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	CSF1R	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
TP53	NOTCH1	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	NOTCH1	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr17loss	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr7loss	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
RUNX1	chr7qdel	165	13	4	0	<-3	1.000	1.000	Mutual exclusivity
TET2	SF3B1	141	37	3	1	0.345	1.000	1.000	Co-occurrence
TET2	CSF1R	141	37	3	1	0.345	1.000	1.000	Co-occurrence
TET2	NOTCH1	141	37	3	1	0.345	1.000	1.000	Co-occurrence
TET2	chr7loss	141	37	3	1	0.345	1.000	1.000	Co-occurrence
TET2	chr7qdel	141	37	3	1	0.345	1.000	1.000	Co-occurrence
CBL	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
MYCN	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
BRAF	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
U2AF1	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
HNRNPK	PTPN11	171	3	8	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	chr22gain	171	8	3	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	t(11;19)	171	8	3	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	chr5loss	171	8	3	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	chr13gain	171	8	3	0	<-3	1.000	1.000	Mutual exclusivity
MYC	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
JAK2	PTPN11	169	5	8	0	<-3	1.000	1.000	Mutual exclusivity
MYC	ETV6	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	EZH2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	EZH2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	RAD21	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	RAD21	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	RAD21	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	ZRSR2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
MYC	JAK2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ETV6	JAK2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
EZH2	JAK2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
RAD21	JAK2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
ZRSR2	JAK2	172	5	5	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	SMC1A	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(8;21)	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr5qdel	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr5qdel	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr17loss	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr17loss	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr7loss	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr7loss	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
chr5qdel	chr7loss	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
SMC1A	chr7qdel	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
t(8;21)	chr7qdel	172	6	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr21gain	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr21gain	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr21gain	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr21gain	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	chr21gain	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	chr21gain	172	4	6	0	<-3	1.000	1.000	Mutual exclusivity
NF1	chr17loss	169	9	4	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	chr17loss	169	9	4	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	chr7loss	169	9	4	0	<-3	1.000	1.000	Mutual exclusivity
NF1	chr7qdel	169	9	4	0	<-3	1.000	1.000	Mutual exclusivity
inv(16)	chr7qdel	169	9	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	U2AF1	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	U2AF1	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	HNRNPK	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	HNRNPK	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	HNRNPK	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr22gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr22gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr22gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	t(11;19)	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr5loss	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr5loss	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr5loss	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	chr13gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	chr13gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	chr13gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr17loss	chr13gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr7loss	chr13gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
chr7qdel	chr13gain	175	4	3	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SF3B1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	CSF1R	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	PHF6	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
CSF1R	PHF6	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	NOTCH1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	NOTCH1	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
SF3B1	BCOR	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH1	BCOR	171	4	7	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr17loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr17loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr17loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr7loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr7loss	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
ATM	chr7qdel	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
PHF6	chr7qdel	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
BCOR	chr7qdel	171	7	4	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	SF3B1	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	CSF1R	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	CSF1R	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH1	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	NOTCH1	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr17loss	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr17loss	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr7loss	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr7loss	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr7loss	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	chr7qdel	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	chr7qdel	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	chr7qdel	168	10	4	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	IDH1	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	STAG2	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
ATM	SRSF2	161	7	14	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	BIRC3	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	BIRC3	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	MYD88	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	MYD88	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	NOTCH2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	NOTCH2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	U2AF2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	U2AF2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	GATA2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	GATA2	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	KRAS	171	1	10	0	<-3	1.000	1.000	Mutual exclusivity
SRSF2	PHF6	161	14	7	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	RIT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	RIT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	RIT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	ABL1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	ABL1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	ABL1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	BRINP3	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	BRINP3	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	BRINP3	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	PRPF40B	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	PRPF40B	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	PRPF40B	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	POT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	POT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	POT1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	FBXW7	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	FBXW7	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	IL7R	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	IL7R	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	IL7R	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	TBL1XR1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	TBL1XR1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	TBL1XR1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	SF1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	SF1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	SF1	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
IDH1	t(16;16)	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
STAG2	t(16;16)	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
KRAS	t(16;16)	171	10	1	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MAP2K1	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	PTEN	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CDKN2A	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(15;17)	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr11qdel	157	23	2	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	NF1	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
NF1	BIRC3	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	MYD88	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	NOTCH2	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	U2AF2	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	GATA2	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	RIT1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	ABL1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	BRINP3	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	PRPF40B	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	POT1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	FBXW7	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	IL7R	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	TBL1XR1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	SF1	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
NF1	t(16;16)	172	9	1	0	<-3	1.000	1.000	Mutual exclusivity
CDH2	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
BIRC3	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
MYD88	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
NOTCH2	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
U2AF2	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
GATA2	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
RIT1	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
ABL1	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
BRINP3	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
PRPF40B	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
POT1	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
FBXW7	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
IL7R	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
TBL1XR1	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
t(16;16)	inv(16)	172	1	9	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	CBL	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	MYCN	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	U2AF1	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	HNRNPK	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr22gain	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	t(11;19)	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr5loss	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
ASXL1	chr13gain	156	23	3	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	PTEN	172	8	2	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	CDKN2A	172	8	2	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	t(15;17)	172	8	2	0	<-3	1.000	1.000	Mutual exclusivity
PTPN11	chr11qdel	172	8	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	SETBP1	168	12	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	PTEN	168	12	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	CDKN2A	168	12	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	t(15;17)	168	12	2	0	<-3	1.000	1.000	Mutual exclusivity
WT1	chr11qdel	168	12	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	CSF3R	158	22	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	SETBP1	158	22	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	CDKN2A	158	22	2	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	CDH2	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	BIRC3	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	MYD88	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	GATA2	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	ABL1	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	PRPF40B	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	POT1	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
NRAS	FBXW7	159	22	1	0	<-3	1.000	1.000	Mutual exclusivity
